mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,68732,98.0,,98.0,,263.0
2,75434,93.0,,93.0,,241.0
3,75534,93.5,,92.0,,240.5
4,94155,91.0,,93.5,,236.0
5,97563,91.5,,91.5,,230.5
6,90878,91.5,,90.5,,229.0
7,143537,91.0,,89.0,,226.0
7,94158,89.0,,90.5,,226.0
9,94159,89.5,,90.0,,223.5
10,92118,88.0,,90.0,,220.5
11,90875,91.5,,87.0,,216.5
12,94166,88.5,,85.5,,208.5
13,90485,86.0,,87.0,,207.5
14,122739,85.0,,86.5,,205.0
15,133897,87.0,,85.5,,204.5
16,83134,88.0,,84.5,,203.5
17,128232,86.0,,84.0,,201.5
18,94157,84.5,,86.5,,200.5
19,138215,86.5,,86.0,,197.0
20,104267,85.5,,83.5,,195.5
20,123918,85.5,,84.0,,195.5
22,94160,84.5,,83.5,,194.5
23,147308,84.5,,84.5,,192.0
23,122692,83.0,,83.0,,192.0
25,152796,82.5,,84.5,,191.0
26,136810,82.5,,83.5,,189.5
27,153057,78.5,,87.5,,188.5
28,94163,80.0,,81.0,,179.0
29,139177,77.5,,80.5,,173.0
30,97562,80.5,,74.5,,164.5
31,144620,75.5,,,,77.5
31,94154,75.5,,,,77.5
33,120491,75.0,,,,76.0
34,161100,74.5,,,,74.5
35,105635,73.5,,,,73.5
36,120494,68.0,,,,61.0
37,169014,66.0,,,,53.5
38,169013,65.5,,,,51.5
39,154481,58.0,,,,38.0
40,169382,56.5,,,,35.0
