mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,90875,70.0,,70.5,,237.6
2,83134,69.0,,70.0,,234.0
3,122692,67.5,,69.0,,230.5
4,94158,66.5,,67.0,,226.3
5,119730,68.0,,67.5,,226.1
6,78802,67.0,,69.5,,226.0
7,127482,66.5,,67.5,,225.0
8,68732,66.0,,68.0,,223.5
9,94166,66.5,,67.0,,222.3
10,75534,65.5,,66.0,,217.0
11,94157,63.5,,68.5,,214.7
12,90878,65.0,,65.5,,214.1
13,105635,63.5,,67.5,,212.3
14,90881,65.0,,65.5,,212.1
15,104267,64.0,,67.0,,211.8
16,97563,63.5,,67.0,,211.6
17,105654,64.5,,65.5,,210.9
18,94159,64.0,,67.5,,210.5
19,74487,63.5,,64.5,,209.6
20,122739,64.0,,65.5,,205.7
21,94163,62.0,,65.0,,202.7
22,97562,61.0,,65.5,,200.5
23,92118,62.5,,63.0,,197.1
24,181636,59.5,,64.0,,194.3
25,94160,61.5,,61.5,,192.1
26,105638,59.0,,63.5,,189.9
27,94162,60.0,,60.0,,182.9
28,122693,64.0,,65.0,,182.5
29,122807,59.5,,64.5,,176.0
30,123918,58.5,,53.5,,161.2
31,90485,57.5,,,,85.7
32,94164,57.0,,,,84.0
33,128232,56.5,,,,77.8
34,122808,54.5,,,,74.5
35,122740,53.5,,,,72.1
36,112839,45.0,,,,48.7
37,128435,42.0,,,,41.5
