mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,90875,62.5,,63.5,,236.4
2,90878,60.5,,61.5,,233.3
3,75434,60.5,,62.5,,233.2
4,75534,58.0,,61.0,,224.6
5,73455,58.0,,60.5,,222.9
5,104267,58.5,,60.0,,222.9
7,97563,58.0,,61.0,,221.1
8,92118,56.5,,60.5,,219.8
9,94155,57.5,,59.0,,219.6
10,101371,58.0,,58.0,,215.9
11,97562,57.0,,58.5,,215.2
12,90485,57.0,,58.5,,213.2
13,97569,56.5,,58.0,,208.3
14,83135,56.5,,57.0,,207.4
15,94160,56.0,,58.0,,207.1
16,94158,57.0,,55.0,,204.3
17,181636,55.5,,57.5,,204.2
18,94162,55.5,,55.5,,200.9
18,105638,55.5,,58.0,,200.9
20,94159,55.5,,57.0,,199.8
21,90881,55.0,,55.5,,199.2
22,94166,52.5,,54.5,,188.8
23,112259,52.0,,55.0,,188.3
24,112838,52.0,,56.5,,186.4
25,105639,52.5,,53.0,,185.2
26,90887,50.5,,54.5,,182.5
27,94164,53.0,,52.0,,181.5
28,74486,51.0,,52.0,,178.2
29,94163,48.0,,53.5,,172.1
30,105656,49.0,,52.0,,160.4
31,94165,46.5,,,,72.1
32,105640,45.0,,,,70.5
