mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,73228,139.5,,145.5,,263.2
2,72563,139.0,,147.5,,262.2
3,12274,141.5,,150.5,,258.5
4,29533,142.0,,140.0,,253.9
5,32297,140.5,,150.0,,253.5
6,75837,152.0,,137.0,,249.0
7,131309,138.0,,145.5,,247.2
8,174244,139.0,,140.0,,245.8
9,73166,134.5,,146.0,,241.7
10,124157,140.5,,138.0,,238.8
11,117441,144.0,,138.0,,238.5
12,157213,141.5,,133.0,,236.4
13,117835,145.5,,132.5,,235.5
14,43223,140.0,,139.0,,232.7
15,128286,136.0,,143.0,,230.5
16,128618,143.0,,131.5,,229.7
17,110540,143.0,,141.5,,229.3
18,38651,132.0,,142.0,,225.5
19,113115,137.0,,136.5,,224.6
20,118113,143.0,,134.0,,223.9
21,123925,137.5,,141.0,,223.5
22,73232,135.5,,137.0,,221.9
23,72592,137.0,,139.5,,219.7
24,139964,136.0,,135.0,,218.9
25,106377,139.0,,131.0,,214.2
26,132745,142.5,,131.5,,211.0
27,68743,140.0,,127.0,,202.3
28,65420,133.5,,129.5,,201.4
29,112295,134.5,,126.5,,198.7
30,445,140.0,,121.0,,189.8
31,27594,137.5,,,,106.2
32,124118,128.0,,,,105.6
33,973,128.0,,,,105.5
34,111251,128.0,,,,105.2
35,106257,136.5,,,,105.0
36,104161,133.5,,,,104.9
37,131935,131.0,,,,104.1
38,73229,132.0,,,,101.6
39,138409,127.5,,,,98.2
40,148842,132.0,,,,96.5
41,112944,125.0,,,,96.4
42,17013,128.0,,,,96.0
43,108894,129.0,,,,95.8
44,90236,124.5,,,,94.6
45,71839,128.0,,,,94.1
46,128806,127.0,,,,93.3
47,123053,126.0,,,,91.3
48,140331,126.0,,,,86.8
49,75708,122.0,,,,76.5
50,75148,105.0,,,,49.0
