mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,72592,100.0,,,,117.9
2,17013,99.5,,,,115.1
3,25074,97.0,,,,113.9
4,117835,97.5,,,,113.8
5,134802,98.0,,,,113.2
6,102486,96.0,,,,111.0
7,73289,96.0,,,,110.6
8,104161,97.0,,,,109.6
9,39390,94.5,,,,109.3
9,128224,97.0,,,,109.3
11,111251,95.5,,,,109.2
12,29533,95.5,,,,107.0
13,142646,96.0,,,,106.4
14,100406,98.0,,,,106.3
15,126003,94.5,,,,105.5
16,82727,96.5,,,,105.4
17,73232,95.0,,,,105.2
18,131309,93.5,,,,104.9
19,120374,95.5,,,,104.7
20,112735,96.0,,,,103.6
21,29975,94.5,,,,103.5
22,27594,93.0,,,,102.9
23,94124,94.0,,,,102.8
24,94125,93.0,,,,102.7
25,38651,93.5,,,,101.6
26,78803,94.0,,,,99.1
27,99965,93.0,,,,98.0
28,9834,93.0,,,,97.4
29,112295,90.0,,,,97.1
29,80229,90.0,,,,97.1
31,30417,89.0,,,,96.8
32,92162,90.5,,,,95.7
33,75190,88.5,,,,95.3
34,55369,89.0,,,,95.0
35,129421,90.0,,,,94.8
36,118117,89.0,,,,93.4
37,25115,88.0,,,,93.3
38,97610,89.5,,,,91.7
39,13322,87.0,,,,91.6
40,90236,87.0,,,,91.3
41,71839,85.0,,,,90.4
42,83056,87.0,,,,90.2
43,68743,87.5,,,,90.1
44,10086,87.5,,,,89.8
45,106257,87.0,,,,88.2
46,165235,88.5,,,,87.6
47,135583,85.5,,,,85.0
48,75428,84.5,,,,82.5
49,120495,83.5,,,,79.2
50,81301,82.5,,,,79.0
51,115912,80.5,,,,74.1
