mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,94910,132.0,,126.5,,262.8
2,82727,133.0,,123.0,,254.8
3,124280,134.5,,121.0,,253.4
4,108516,134.5,,118.5,,250.9
5,142646,134.0,,119.0,,246.4
6,47891,128.0,,123.0,,245.3
7,135583,128.5,,120.0,,238.3
8,108894,123.0,,124.0,,238.1
9,128618,127.5,,119.5,,235.6
10,75708,123.5,,121.5,,235.0
11,2377,128.0,,118.0,,234.8
12,156281,124.0,,121.5,,234.4
13,99966,129.5,,115.5,,234.0
14,138474,129.0,,114.5,,233.8
15,138409,123.5,,121.0,,231.6
16,73240,125.5,,117.5,,231.4
17,80230,123.5,,120.0,,231.3
18,112295,125.5,,117.5,,228.9
19,105255,129.0,,114.0,,228.4
20,55369,126.0,,116.0,,228.1
21,118116,123.5,,118.5,,227.1
22,134879,126.5,,114.0,,224.9
23,75837,125.0,,116.0,,224.8
24,130644,127.0,,113.0,,222.0
25,117835,127.5,,112.0,,219.6
26,117450,125.0,,113.0,,218.4
27,120379,123.5,,113.0,,214.7
28,39390,123.5,,112.0,,212.4
29,118117,122.5,,110.5,,210.9
30,100198,121.0,,107.5,,200.8
31,112973,120.5,,,,113.4
31,117441,120.5,,,,113.4
33,92412,120.0,,,,112.5
34,61496,120.0,,,,112.0
35,118112,120.0,,,,111.5
36,112735,120.0,,,,111.0
37,80229,119.0,,,,110.2
37,99978,119.0,,,,110.2
39,99968,119.5,,,,110.1
40,144566,118.5,,,,108.3
41,116191,118.5,,,,107.8
42,106090,118.5,,,,106.8
43,70450,116.5,,,,103.7
44,124307,115.5,,,,101.9
45,136812,115.0,,,,99.5
46,75179,113.5,,,,99.3
47,83056,111.5,,,,93.7
48,128113,110.5,,,,92.4
49,102483,105.5,,,,83.4
50,110907,106.0,,,,82.8
51,134707,105.5,,,,81.9
52,121679,104.0,,,,79.2
53,121684,104.0,,,,78.7
54,110528,103.5,,,,78.3
55,121173,103.5,,,,77.3
,110529,,,,,
