mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,73228,116.0,,113.0,,263.7
2,118113,111.5,,114.0,,262.3
3,174244,114.5,,114.0,,259.4
4,128618,112.0,,115.0,,259.0
5,90236,111.0,,113.0,,257.7
6,445,110.0,,111.0,,254.5
7,973,113.5,,110.0,,253.0
8,43223,110.5,,110.0,,252.6
9,104161,110.0,,111.0,,250.8
10,73277,111.0,,110.0,,250.4
11,108867,112.0,,110.5,,250.0
12,13322,111.5,,110.5,,248.9
13,139964,110.0,,110.0,,247.9
14,142646,107.0,,110.0,,247.3
15,123925,108.5,,112.0,,246.7
16,128621,109.5,,109.0,,246.2
17,73232,113.0,,107.0,,245.0
18,124118,108.5,,110.5,,244.7
19,117461,111.0,,107.5,,244.2
20,111251,108.5,,109.0,,243.6
21,75148,108.5,,107.5,,243.0
22,25074,109.5,,107.5,,242.3
23,72592,106.5,,107.5,,240.6
24,12274,106.0,,109.0,,240.5
25,108891,107.0,,109.0,,239.8
26,78803,107.0,,109.5,,238.1
27,117496,108.5,,108.5,,237.1
28,65420,108.0,,105.0,,233.5
29,128839,108.5,,107.5,,233.0
30,157213,107.0,,103.0,,228.1
31,131309,108.0,,,,116.0
32,75837,108.0,,,,115.4
33,73166,106.5,,,,115.1
34,29533,105.0,,,,114.8
35,118061,108.0,,,,114.5
36,118117,106.0,,,,113.3
37,135119,106.0,,,,112.9
38,94238,104.5,,,,112.5
39,148842,104.5,,,,111.9
40,102371,105.5,,,,111.7
41,111930,105.5,,,,111.6
42,128448,105.0,,,,108.9
43,128111,103.0,,,,108.8
44,126003,104.0,,,,108.0
45,124157,104.0,,,,106.5
46,128788,100.0,,,,104.5
47,10064,99.5,,,,103.1
48,32297,100.0,,,,102.1
49,138409,93.0,,,,92.1
50,81301,94.0,,,,83.9
51,81305,79.5,,,,57.3
