mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,90875,88.0,,93.0,,222.0
2,68732,80.5,,85.5,,196.0
3,75434,83.0,,82.0,,194.0
4,94154,76.0,,87.5,,190.0
5,94155,78.0,,83.5,,186.0
6,181636,80.0,,80.0,,183.0
7,83134,78.5,,83.0,,182.0
8,92118,77.0,,78.5,,172.5
9,134975,75.0,,80.5,,171.5
10,123918,71.5,,79.0,,160.5
11,73454,78.5,,70.5,,158.0
12,105635,74.5,,73.0,,153.5
13,73456,67.5,,77.5,,148.5
14,90485,73.5,,70.0,,145.5
15,73455,67.0,,75.5,,142.5
16,73457,66.0,,75.5,,139.0
17,73459,65.0,,72.5,,130.5
18,117096,68.0,,68.0,,128.0
19,105659,67.0,,69.5,,127.5
20,89813,68.0,,66.5,,124.5
21,136810,64.0,,72.0,,123.5
22,89816,66.5,,64.0,,117.0
23,100311,63.0,,70.0,,114.5
24,113141,60.0,,69.5,,111.0
25,134710,64.0,,65.5,,107.0
26,135064,63.0,,67.0,,106.5
27,123975,65.0,,60.5,,100.5
28,128207,65.0,,57.0,,91.0
29,144253,57.0,,54.5,,71.0
30,139955,54.5,,55.0,,62.5
