mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,157213,142.5,,133.5,,292.3
2,117441,129.0,,138.5,,266.5
3,128806,135.0,,125.0,,257.0
4,73240,123.5,,130.0,,253.3
5,113115,125.0,,128.0,,250.4
6,106257,128.5,,119.5,,244.4
7,118112,117.5,,130.0,,244.0
8,120495,136.5,,114.0,,237.9
9,123198,124.5,,114.5,,223.7
10,92162,122.5,,115.5,,221.4
11,106375,119.5,,114.0,,212.8
12,110529,117.0,,116.0,,208.9
13,47891,120.0,,111.5,,208.2
14,92412,116.5,,113.5,,208.0
15,117461,110.0,,118.0,,200.9
16,117496,113.5,,114.0,,198.5
17,75428,105.0,,120.5,,195.4
18,170864,122.5,,102.5,,194.5
19,110528,104.5,,120.5,,193.0
20,67479,118.5,,104.0,,191.0
21,99978,104.0,,116.5,,182.4
22,111251,107.0,,114.5,,182.2
23,108516,121.5,,99.5,,181.8
24,115912,105.5,,109.5,,173.0
25,124590,107.0,,106.0,,170.4
26,112973,111.0,,102.5,,167.3
27,134707,106.5,,103.5,,163.5
28,2377,110.0,,99.0,,160.7
29,25083,107.0,,90.5,,137.5
30,82727,104.5,,75.0,,103.6
31,108895,105.0,,,,77.0
32,128230,102.0,,,,74.6
33,123925,102.5,,,,73.5
34,102483,95.5,,,,63.9
35,99966,97.0,,,,63.6
36,128510,95.5,,,,62.4
37,83056,91.5,,,,56.2
38,124280,89.0,,,,51.2
39,106377,90.5,,,,50.4
40,80221,88.5,,,,50.3
41,106090,85.5,,,,39.4
42,147932,79.5,,,,33.6
43,152822,76.5,,,,27.2
44,94910,55.0,,,,0.0
44,124307,65.0,,,,0.0
