mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,90875,95.5,,92.5,,256.5
2,68732,92.5,,86.0,,247.5
3,90878,91.0,,88.5,,243.0
4,75434,87.5,,86.5,,235.5
5,83134,90.0,,87.5,,231.5
6,73459,86.5,,85.5,,227.0
7,90881,86.5,,83.0,,225.5
8,94155,85.0,,82.5,,222.6
9,68731,83.0,,82.5,,218.5
10,73454,84.0,,81.5,,216.0
11,92118,84.5,,81.0,,216.0
12,94158,87.5,,79.5,,214.5
13,75534,84.5,,80.5,,213.5
14,92730,84.5,,77.5,,209.5
15,73456,84.0,,76.5,,204.0
16,90485,82.0,,77.0,,199.0
17,94154,83.0,,75.5,,198.5
18,105639,80.5,,71.5,,185.0
19,94166,73.5,,76.0,,174.5
20,94162,77.0,,74.5,,173.0
21,90486,78.5,,70.5,,172.5
21,97563,72.5,,75.0,,172.5
23,94153,75.0,,72.0,,170.0
24,94157,72.0,,74.0,,169.0
25,90880,74.5,,72.0,,169.0
26,94159,74.0,,72.0,,163.0
27,97562,73.0,,71.0,,162.0
28,90885,74.5,,69.0,,159.5
29,74487,72.5,,63.5,,145.5
30,94163,72.5,,65.5,,142.0
31,74486,70.0,,,,78.0
32,101371,66.4,,,,72.0
33,94160,64.0,,,,63.0
34,94164,62.5,,,,59.5
35,73455,59.5,,,,51.0
35,94022,59.0,,,,51.0
