mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,131309,129.5,137.1,132.0,91.6,415.2
2,73232,124.0,127.6,131.5,91.6,398.5
3,174244,130.5,136.3,131.5,91.9,392.0
4,112295,126.5,128.0,131.5,92.1,391.8
5,140329,128.0,131.9,126.0,91.6,390.5
6,142646,125.0,127.6,127.0,91.3,387.0
7,117835,126.0,128.3,130.0,91.9,386.4
8,106378,125.0,128.2,129.5,91.7,384.8
9,108891,125.0,128.7,129.0,91.5,382.1
10,72563,123.0,122.3,127.0,91.6,376.8
11,126003,126.0,125.0,129.0,91.4,376.7
12,72592,123.0,127.1,127.5,92.4,375.5
13,973,127.5,129.1,124.0,91.5,374.3
14,123925,123.5,121.7,126.5,91.6,372.5
15,128618,122.0,121.8,125.0,91.0,371.3
16,75148,122.5,123.2,124.5,91.2,367.5
17,111251,123.0,118.9,125.0,92.2,364.8
18,73229,123.5,121.6,124.0,91.4,363.0
19,124118,123.5,124.8,123.5,91.5,362.1
20,124157,119.5,115.6,123.0,91.7,360.0
21,27594,119.5,115.6,123.5,91.5,359.8
22,128621,120.5,115.6,122.0,92.0,358.2
23,106257,120.5,117.4,119.0,91.8,349.0
24,117441,118.5,113.8,118.5,91.7,340.7
25,118113,117.5,108.7,,,238.5
26,73228,126.5,133.2,,,236.7
27,128286,121.0,121.9,,,234.8
28,149455,118.0,112.5,,,234.1
29,32297,123.0,123.0,,,233.7
30,117496,115.0,110.1,,,233.5
31,38651,116.0,113.6,,,233.1
32,139964,119.0,110.4,,,231.2
33,139237,119.5,118.9,,,230.9
34,131935,117.0,112.5,,,229.5
35,92486,120.5,119.3,,,228.7
36,25074,115.5,108.4,,,227.6
37,120379,116.5,111.2,,,227.5
38,174079,119.5,115.7,,,227.0
39,108867,116.5,107.7,,,226.4
40,157213,117.0,111.2,,,225.7
41,17013,116.5,112.4,,,224.5
42,128281,116.0,110.4,,,223.3
43,65420,116.5,110.8,,,222.7
44,75837,116.5,113.5,,,217.4
45,152956,114.0,107.0,,,217.3
46,128558,115.0,105.8,,,212.2
47,118116,116.0,109.0,,,211.7
48,90236,109.0,94.4,,,204.9
49,30417,,,,,102.5
50,106377,,,,,102.4
51,128111,,,,,101.6
52,132096,,,,,99.8
53,10086,,,,,99.7
54,94238,,,,,99.2
55,29236,,,,,99.1
56,148058,,,,,97.7
57,25904,,,,,96.5
58,113115,,,,,95.3
59,136242,,,,,94.0
60,107972,,,,,92.5
61,10064,,,,,88.3
62,96704,,,,,76.3
,156410,,,,,
