mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,108894,140.5,,142.0,,287.5
2,128280,139.5,,138.5,,281.4
3,106377,138.0,,137.5,,273.9
4,92162,138.0,,135.0,,272.4
5,123198,139.0,,133.5,,271.0
6,106257,138.0,,134.5,,270.0
7,128281,135.0,,139.0,,269.7
8,112295,138.0,,132.0,,257.5
9,112735,134.0,,131.5,,256.9
10,117835,132.5,,132.5,,253.5
11,128230,134.0,,130.0,,253.2
12,108895,135.0,,127.5,,250.0
13,134879,133.0,,129.0,,248.1
14,117461,132.5,,129.5,,247.6
15,94910,133.5,,127.0,,244.4
16,120379,130.5,,130.0,,241.4
17,99978,135.5,,120.0,,236.9
18,108516,138.5,,119.5,,234.9
19,57861,129.5,,125.0,,232.1
20,131935,135.0,,117.5,,230.5
21,75708,130.5,,122.5,,227.9
22,140329,134.0,,119.0,,226.9
23,117450,128.5,,122.5,,225.8
24,117441,136.5,,113.5,,225.0
25,128558,128.5,,122.0,,224.9
26,110528,127.5,,121.5,,222.2
27,92412,127.0,,121.0,,220.9
28,121678,127.5,,120.0,,219.0
29,82727,128.0,,120.0,,217.9
30,122018,130.0,,117.0,,215.1
31,108866,128.0,,,,115.9
32,100198,127.0,,,,115.1
33,106375,126.0,,,,113.8
34,124158,126.0,,,,113.3
35,128806,126.5,,,,112.2
36,153114,124.5,,,,111.1
36,112973,124.5,,,,111.1
38,75148,124.5,,,,108.6
39,136813,122.5,,,,106.5
39,10086,122.5,,,,106.5
41,117496,122.0,,,,105.6
42,73141,121.5,,,,104.7
43,73240,120.0,,,,103.0
44,99968,129.5,,,,100.6
45,91802,119.5,,,,100.1
46,124280,117.0,,,,95.6
47,110907,116.0,,,,93.8
47,131883,116.0,,,,93.8
49,97463,115.5,,,,91.9
50,118116,114.0,,,,90.2
51,29236,111.5,,,,85.2
52,147932,104.0,,,,71.2
53,148701,91.0,,,,44.8
,166472,,,,,
,166473,,,,,
,131913,,,,,
,166474,,,,,
