mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,2950,130.5,,133.0,,266.2
2,31329,134.5,,131.5,,258.1
3,68745,128.5,,129.5,,257.4
4,68743,128.0,,129.5,,255.8
5,72563,128.5,,129.0,,254.0
6,108891,133.0,,128.0,,253.6
7,104161,127.5,,126.5,,251.7
8,75837,136.5,,125.5,,244.7
9,973,126.0,,126.0,,243.7
10,90236,132.0,,123.5,,243.3
11,106378,131.5,,130.0,,243.2
12,73228,125.5,,124.5,,241.0
13,32297,128.0,,119.5,,239.3
14,71839,130.0,,123.0,,237.9
15,25074,124.0,,121.0,,234.7
16,73232,123.0,,121.5,,233.3
17,128618,120.5,,124.0,,230.5
18,35788,120.0,,124.5,,230.2
19,25115,128.0,,117.5,,227.5
20,38651,124.0,,122.0,,226.1
21,39390,127.5,,114.0,,223.8
22,126003,122.0,,119.5,,222.7
23,102486,126.0,,113.5,,222.4
24,29034,122.5,,119.5,,221.7
25,138474,121.5,,118.5,,221.3
26,72592,127.0,,115.5,,220.4
27,23305,126.0,,113.5,,216.6
28,27594,128.5,,115.5,,215.7
29,111930,124.0,,110.5,,207.4
30,73277,120.5,,107.5,,200.0
31,110540,121.5,,,,114.1
32,148842,122.5,,,,113.7
33,51865,125.5,,,,113.5
34,23834,124.5,,,,112.9
35,142646,116.0,,,,112.5
36,100406,123.0,,,,112.0
37,73166,119.5,,,,111.8
38,81305,120.0,,,,111.5
39,43223,119.0,,,,110.8
40,73229,120.5,,,,104.8
41,155672,115.5,,,,104.4
42,131309,116.0,,,,103.8
43,112975,117.5,,,,103.4
44,123925,117.0,,,,103.2
45,112944,115.5,,,,101.6
46,118113,113.5,,,,99.7
47,113115,116.0,,,,98.7
48,128224,115.0,,,,96.3
49,102371,113.0,,,,95.0
50,73289,110.5,,,,87.3
