mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,94910,132.5,,134.0,,279.7
2,128618,130.0,,134.0,,272.2
3,82727,129.5,,133.0,,268.5
4,138474,135.5,,124.0,,260.1
5,117835,125.5,,131.5,,259.6
6,142646,133.0,,127.5,,259.4
7,118117,128.0,,128.5,,256.7
8,108516,127.5,,128.0,,254.4
8,47891,128.5,,127.0,,254.4
10,39390,129.0,,125.0,,248.2
11,156281,128.0,,124.5,,246.5
12,55369,128.0,,123.5,,245.7
13,135583,128.0,,125.5,,244.8
14,80230,123.0,,126.5,,242.6
15,73240,125.0,,124.5,,241.6
16,2377,119.5,,130.5,,241.5
17,124280,124.0,,125.5,,240.6
18,99966,121.5,,125.5,,237.1
19,112735,126.0,,121.0,,236.6
20,124307,121.0,,125.0,,232.8
21,112295,122.0,,122.5,,231.6
22,120379,121.5,,123.5,,231.0
23,130644,122.0,,123.0,,230.0
24,112973,121.0,,122.5,,229.8
25,118116,121.5,,122.0,,229.3
26,117441,122.0,,119.5,,227.7
27,138409,122.0,,118.0,,222.5
28,75179,118.5,,119.5,,219.9
29,61496,121.5,,,,115.2
30,116191,119.5,,,,110.1
31,75708,118.0,,,,107.4
32,134879,117.5,,,,106.5
33,108895,117.5,,,,106.0
34,118061,117.0,,,,105.6
35,92412,116.0,,,,105.3
36,80229,116.5,,,,105.2
37,118112,116.5,,,,104.7
38,99968,117.0,,,,104.1
38,105255,117.0,,,,104.1
38,70450,117.0,,,,104.1
41,99978,115.5,,,,103.4
42,117450,116.0,,,,102.8
43,75837,115.0,,,,102.0
44,136812,115.5,,,,100.9
45,106090,115.0,,,,100.0
46,108894,115.5,,,,98.9
47,108893,113.0,,,,97.4
48,110907,112.5,,,,95.5
49,35646,111.0,,,,95.3
50,90321,111.5,,,,94.7
51,142647,111.0,,,,94.3
52,121297,110.5,,,,91.9
53,100198,110.0,,,,90.5
54,134707,110.5,,,,89.9
55,83056,107.5,,,,85.5
56,133939,106.5,,,,83.7
57,121679,106.0,,,,83.3
58,110529,106.5,,,,81.7
59,102483,105.0,,,,78.5
60,121684,103.0,,,,75.4
61,110528,101.0,,,,72.3
62,121173,96.0,,,,64.3
,144566,,,,,
,128113,,,,,
