mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,108891,129.0,,,,134.4
2,51865,129.5,,,,132.7
3,23834,127.5,,,,129.6
4,37284,127.0,,,,128.2
5,73228,128.0,,,,126.6
6,68743,127.5,,,,125.5
7,101217,124.0,,,,125.0
8,35788,123.0,,,,124.7
9,72563,127.5,,,,124.3
10,128618,125.5,,,,123.3
11,99965,127.0,,,,123.2
12,17013,124.0,,,,121.4
13,111930,124.5,,,,120.7
14,31329,130.0,,,,120.6
15,73166,121.5,,,,119.4
16,43223,125.0,,,,118.9
17,110540,123.5,,,,117.3
18,90663,124.5,,,,117.2
19,75837,123.5,,,,116.7
20,32297,123.5,,,,116.6
21,131309,121.0,,,,116.2
21,61496,121.5,,,,116.2
23,2950,122.5,,,,115.2
23,106378,122.0,,,,115.2
25,29533,122.0,,,,114.7
26,112944,120.5,,,,113.1
27,25115,121.5,,,,112.6
28,445,120.0,,,,112.2
29,62975,120.5,,,,111.4
30,9834,118.0,,,,110.0
30,90236,120.0,,,,110.0
32,38651,120.5,,,,109.9
33,73277,120.0,,,,109.5
34,117835,120.0,,,,109.2
35,25074,118.0,,,,108.9
36,55369,120.0,,,,108.4
37,73229,118.0,,,,107.0
38,124157,118.5,,,,106.8
39,104161,119.0,,,,106.1
40,47891,117.5,,,,105.5
41,27594,118.0,,,,105.2
42,106376,115.0,,,,101.0
43,134802,112.5,,,,100.4
44,106375,116.5,,,,99.4
45,100406,113.0,,,,98.7
46,94238,114.5,,,,98.5
47,71839,114.5,,,,97.1
48,111251,112.5,,,,94.7
49,2377,113.0,,,,94.0
50,106377,112.5,,,,93.3
51,65420,110.0,,,,91.0
52,142646,108.5,,,,90.3
53,82727,111.5,,,,90.0
54,129421,109.0,,,,88.8
55,63739,110.0,,,,87.1
56,30417,108.5,,,,86.9
57,80229,109.0,,,,86.8
58,52447,109.0,,,,86.3
59,13322,108.5,,,,85.3
60,120374,105.0,,,,79.6
61,10064,105.0,,,,79.5
62,94124,99.0,,,,68.2
63,54682,96.0,,,,54.5
,135583,,,,,
,68745,,,,,
,973,,,,,
,91618,,,,,
,73243,,,,,
