mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,94155,61.5,,63.0,,240.3
2,68732,62.5,,62.0,,238.3
3,94154,61.5,,64.0,,237.7
4,75534,63.0,,61.5,,235.8
5,127482,62.0,,61.0,,229.7
6,94158,59.5,,61.0,,228.7
7,83134,60.5,,63.0,,228.4
8,119730,58.0,,62.0,,226.0
9,94157,61.0,,60.5,,222.1
10,112259,60.0,,59.0,,220.1
11,105635,59.5,,59.0,,219.9
11,105654,59.0,,59.5,,219.9
13,75434,60.0,,60.0,,219.0
14,97569,60.0,,59.0,,217.6
15,127483,59.0,,61.0,,217.5
16,73456,57.5,,59.5,,217.3
17,94159,58.5,,59.0,,217.0
18,94160,57.5,,60.0,,216.0
19,90878,57.5,,58.5,,214.9
20,104267,59.0,,58.5,,214.0
21,97562,60.5,,56.0,,213.6
22,92118,57.5,,58.0,,212.7
23,94164,58.0,,58.5,,211.6
24,131300,59.0,,59.5,,211.4
25,101371,57.5,,57.5,,210.0
26,94162,57.0,,57.5,,208.3
27,90485,61.0,,60.5,,208.1
28,73454,57.5,,56.5,,208.1
29,117439,57.0,,57.5,,207.3
30,133797,58.0,,52.5,,197.7
31,74487,58.0,,57.0,,188.5
32,105638,57.0,,,,102.8
33,181636,56.0,,,,101.4
34,105641,56.0,,,,99.4
35,94166,56.5,,,,99.1
36,136810,55.5,,,,98.2
37,105659,56.0,,,,96.9
38,122739,54.5,,,,96.3
39,138889,55.5,,,,95.2
40,122693,54.5,,,,92.8
41,94163,53.0,,,,92.7
42,128483,53.5,,,,90.9
43,128289,52.0,,,,89.3
44,123918,51.5,,,,88.1
45,94247,52.0,,,,87.3
46,128207,51.0,,,,86.4
47,133897,52.0,,,,86.3
48,136811,50.0,,,,83.5
49,122740,51.0,,,,83.4
50,128232,51.0,,,,82.9
51,123071,49.0,,,,81.6
52,138887,50.0,,,,79.0
53,73457,48.5,,,,77.4
54,134975,48.0,,,,77.2
55,139177,47.5,,,,74.5
56,122807,46.5,,,,73.1
57,128242,43.5,,,,62.9
58,135835,41.0,,,,59.4
59,128243,36.0,,,,40.9
