mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,68743,105.0,,98.0,,279.3
2,128618,95.5,,103.5,,273.3
3,73228,90.0,,96.0,,249.6
4,104161,99.5,,92.0,,248.5
5,25074,96.5,,89.5,,246.8
6,106378,88.5,,92.5,,239.3
7,110540,96.0,,93.0,,239.0
8,111930,94.0,,89.5,,236.2
9,973,92.5,,91.5,,235.0
10,12274,97.5,,82.5,,233.7
11,73232,92.0,,89.0,,231.5
12,68745,92.0,,87.5,,231.4
13,39390,94.5,,85.0,,230.6
14,73277,91.5,,85.5,,226.3
15,2950,90.5,,88.5,,226.2
16,32297,92.0,,88.0,,226.0
17,43223,93.5,,85.5,,225.7
18,75190,91.0,,85.0,,223.6
19,118113,87.0,,85.0,,222.4
20,73166,90.0,,86.0,,222.3
20,63739,88.0,,87.0,,222.3
22,102486,88.5,,83.5,,220.5
23,138474,87.5,,85.0,,218.5
24,131309,91.5,,84.5,,218.4
25,13322,87.0,,85.5,,217.4
26,29034,91.5,,86.0,,215.6
27,27594,91.0,,83.0,,214.1
28,72563,91.5,,77.5,,207.6
29,72592,86.5,,78.0,,207.5
30,108891,94.5,,74.0,,204.2
31,51865,86.0,,,,110.7
32,35788,86.5,,,,109.5
32,112295,86.0,,,,109.5
34,118117,90.0,,,,109.3
35,108894,83.5,,,,108.3
36,94238,89.0,,,,108.1
37,23305,86.5,,,,107.2
38,112735,83.5,,,,105.9
39,123925,87.5,,,,104.3
40,94125,85.5,,,,104.1
41,73229,83.5,,,,103.9
42,17013,87.5,,,,101.7
43,9834,84.5,,,,97.7
44,142647,79.0,,,,95.5
45,90236,78.0,,,,95.2
46,111251,77.5,,,,93.8
47,71839,72.5,,,,86.5
48,142646,79.5,,,,84.4
49,161594,70.5,,,,80.4
50,54682,76.5,,,,77.7
