mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,2950,191.5,,,,186.2
1,63739,193.5,,,,186.2
3,104161,186.0,,,,179.0
4,118113,189.0,,,,176.7
5,117835,185.5,,,,171.5
5,139964,180.0,,,,171.5
7,128286,179.5,,,,166.5
8,27594,179.0,,,,166.1
9,51865,176.0,,,,165.9
10,174244,181.5,,,,164.5
11,12274,177.0,,,,163.0
12,142646,178.5,,,,161.7
13,124157,176.5,,,,161.6
14,135119,178.5,,,,161.0
14,110540,174.0,,,,161.0
16,106257,174.0,,,,157.4
17,13322,173.0,,,,156.6
18,43223,173.0,,,,154.1
19,123925,169.5,,,,151.8
20,124118,169.0,,,,149.9
21,78803,166.5,,,,145.8
22,117441,161.0,,,,144.3
23,120379,165.0,,,,142.9
24,90236,159.0,,,,141.7
25,102371,161.0,,,,140.3
26,65420,161.0,,,,140.2
26,100406,160.5,,,,140.2
28,148842,155.5,,,,139.4
29,75148,152.5,,,,129.5
30,71839,152.0,,,,129.3
31,122992,140.5,,,,119.0
32,161108,144.0,,,,117.4
33,75428,134.5,,,,109.8
34,136172,129.0,,,,103.0
35,68209,118.5,,,,86.3
36,81305,118.0,,,,85.2
37,97610,113.5,,,,83.2
38,83056,106.5,,,,73.2
39,75176,106.0,,,,66.2
