mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,147547,104.0,,102.0,,247.7
2,118061,98.5,,104.5,,245.7
3,118113,105.0,,94.5,,245.5
4,27594,102.5,,96.5,,242.5
5,128788,101.5,,104.0,,241.8
6,112295,103.0,,92.5,,240.7
7,73229,102.0,,101.5,,240.6
8,180709,101.5,,100.5,,239.5
9,111251,99.0,,100.0,,232.1
10,167413,96.5,,99.0,,231.0
11,174872,101.0,,98.0,,230.3
12,128447,103.0,,94.5,,227.3
13,128402,100.5,,94.0,,226.5
14,72592,93.0,,97.5,,225.6
15,156838,96.5,,95.0,,225.1
16,192465,101.0,,93.5,,223.3
17,147499,98.0,,95.0,,223.2
18,99978,97.0,,94.5,,219.9
19,43223,100.5,,93.5,,217.8
20,147015,97.0,,92.0,,216.8
21,128281,94.5,,91.5,,212.0
22,153777,95.5,,90.0,,211.6
23,174516,94.0,,90.0,,208.1
24,171208,96.0,,89.5,,207.8
25,192464,94.5,,88.0,,206.0
26,139237,91.0,,89.0,,205.2
27,92737,101.0,,86.0,,203.2
28,175591,92.5,,87.0,,201.6
29,180727,97.0,,86.0,,200.6
30,175070,95.0,,85.0,,196.8
31,179178,94.0,,86.0,,191.1
32,108891,92.5,,,,103.6
33,132096,94.5,,,,103.0
34,117461,89.5,,,,101.0
35,192144,93.5,,,,100.5
36,132745,90.5,,,,100.2
37,149215,90.0,,,,99.9
38,81301,93.5,,,,99.6
39,186516,88.0,,,,97.4
40,99976,90.5,,,,97.0
41,135583,89.0,,,,96.8
42,154093,91.5,,,,95.9
43,138197,90.5,,,,95.4
44,108867,86.5,,,,94.5
45,81305,92.0,,,,94.1
45,166045,90.0,,,,94.1
47,109565,91.0,,,,91.5
48,155620,90.5,,,,91.3
49,143981,88.5,,,,91.2
50,128558,86.0,,,,89.4
51,153114,87.0,,,,88.8
52,165939,86.5,,,,88.3
53,166472,86.0,,,,86.6
54,156213,86.5,,,,85.1
55,171350,86.5,,,,82.9
56,166473,85.0,,,,81.3
57,181027,79.5,,,,71.8
57,166263,80.5,,,,71.8
