mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,106376,136.0,,130.5,,276.2
2,72592,130.0,,126.5,,261.7
3,124307,128.0,,129.5,,261.0
4,128224,131.0,,125.5,,259.7
4,117835,123.5,,133.0,,259.7
6,82727,123.5,,130.0,,253.8
7,106377,124.0,,129.0,,252.9
8,39390,125.5,,128.0,,252.3
9,99979,127.5,,125.0,,252.0
10,117496,128.5,,124.0,,251.0
11,25115,124.0,,127.5,,250.7
12,102486,125.0,,126.0,,247.8
13,108006,124.0,,126.5,,246.9
14,128286,126.0,,123.0,,245.2
15,47891,121.5,,128.5,,245.0
16,139429,122.5,,126.5,,244.2
17,100198,127.0,,121.0,,243.4
17,117441,121.0,,127.0,,243.4
19,108895,118.5,,130.0,,243.3
20,105244,123.5,,124.5,,241.9
21,138474,123.5,,123.5,,241.6
22,108516,122.5,,125.0,,241.5
23,112295,122.5,,123.5,,238.3
24,112973,122.0,,123.5,,235.9
25,118113,120.5,,123.0,,233.3
26,73141,120.0,,122.5,,231.5
27,99978,122.0,,120.5,,231.0
28,120495,119.5,,123.0,,230.5
29,128558,118.5,,121.5,,226.5
30,149499,119.5,,116.0,,215.4
31,113115,120.5,,112.5,,209.4
32,80230,118.0,,,,108.9
33,2377,117.5,,,,108.0
34,120379,117.0,,,,107.6
35,75708,117.0,,,,106.6
36,111251,116.5,,,,106.2
37,111250,116.5,,,,105.7
38,135817,117.0,,,,105.6
39,106090,116.0,,,,104.8
40,118112,115.5,,,,104.4
41,75190,115.5,,,,103.9
42,118117,115.0,,,,103.0
43,75148,114.5,,,,102.1
44,105255,114.5,,,,101.1
45,75428,114.0,,,,100.7
46,134707,113.5,,,,99.8
46,118116,113.5,,,,99.8
48,115912,113.0,,,,98.4
49,121678,112.5,,,,97.5
49,29034,112.5,,,,97.5
49,128559,112.5,,,,97.5
52,136816,114.0,,,,94.2
53,134452,110.5,,,,93.4
54,121564,110.0,,,,93.0
55,108867,107.5,,,,87.5
56,122018,107.0,,,,87.1
57,131883,107.5,,,,87.0
58,121173,106.5,,,,85.2
59,120072,106.0,,,,84.3
60,134127,105.0,,,,82.5
60,135119,105.0,,,,82.5
62,128281,103.5,,,,79.8
63,128113,100.5,,,,72.4
64,131913,100.5,,,,71.4
65,93860,99.5,,,,69.1
66,131882,98.5,,,,66.3
67,121294,96.5,,,,63.7
,123925,,,,,
,52011,,,,,
