mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,117441,136.5,,137.0,,287.8
2,126003,121.5,,135.0,,258.2
3,108516,130.0,,125.0,,253.5
4,156215,114.0,,139.0,,243.4
5,123469,119.5,,129.5,,243.2
6,99978,123.0,,124.5,,242.0
7,130646,114.0,,132.0,,237.3
8,124118,121.5,,123.5,,236.5
9,131935,126.0,,117.0,,231.4
10,99976,116.5,,123.5,,226.5
11,106375,110.5,,129.0,,225.1
12,166473,114.5,,124.5,,224.2
13,117461,117.5,,121.0,,222.8
14,109565,111.0,,128.0,,221.7
14,143980,114.0,,125.0,,221.7
16,121678,115.0,,123.0,,221.4
17,123053,113.5,,124.5,,220.9
18,92162,114.5,,122.0,,216.7
19,44772,112.0,,122.5,,215.6
20,25904,121.0,,113.5,,214.6
21,184561,121.5,,105.0,,196.7
22,92412,115.5,,109.0,,194.6
23,140331,111.0,,113.5,,193.1
24,92737,109.0,,115.0,,191.7
25,115912,117.0,,106.0,,190.9
26,134707,113.0,,109.0,,187.1
27,166472,110.5,,110.0,,183.9
28,128621,108.5,,110.0,,182.3
29,106090,116.5,,102.5,,181.7
30,117496,115.5,,101.0,,173.7
31,117451,108.5,,105.0,,170.3
32,118116,108.0,,,,87.4
33,128331,107.0,,,,85.1
34,130632,106.0,,,,82.8
35,161108,105.0,,,,82.0
35,112975,105.0,,,,82.0
37,97610,105.5,,,,81.9
38,29236,104.0,,,,80.7
39,112973,104.0,,,,80.2
40,149215,104.0,,,,79.7
41,10086,103.5,,,,79.3
42,94238,103.0,,,,77.9
43,128561,102.5,,,,77.0
44,75428,101.5,,,,75.2
44,111250,101.5,,,,75.2
46,128839,100.0,,,,72.5
46,94253,100.0,,,,72.5
48,166474,100.0,,,,72.0
49,94910,99.0,,,,70.7
50,110528,98.5,,,,68.8
51,78807,98.0,,,,68.4
52,131883,97.5,,,,65.0
53,151261,98.0,,,,63.9
54,116191,96.0,,,,63.8
55,102483,94.0,,,,60.7
56,118112,89.5,,,,52.6
57,178956,74.0,,,,18.7
