mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,164621,109.0,,109.5,,266.8
2,174534,107.0,,106.5,,254.3
3,180707,106.0,,107.0,,253.4
4,138197,106.0,,104.0,,249.5
5,171479,106.5,,103.5,,248.0
6,182038,102.0,,107.5,,247.6
7,147016,105.0,,105.5,,245.4
8,174516,105.5,,103.5,,243.7
9,166437,102.0,,106.0,,241.9
10,186516,102.5,,103.5,,241.3
11,153777,103.0,,104.0,,240.6
11,166263,100.0,,107.0,,240.6
13,192830,101.0,,105.0,,239.8
14,171539,103.0,,103.5,,239.7
15,174348,102.5,,103.5,,238.3
16,148099,102.0,,102.0,,235.2
17,147701,99.5,,103.0,,231.5
18,175089,101.0,,102.0,,231.4
19,166436,100.5,,102.0,,231.0
20,166045,100.0,,101.5,,230.7
21,186155,101.0,,101.0,,230.1
22,180760,102.0,,99.0,,228.3
23,189318,99.5,,101.0,,226.9
23,189619,101.0,,99.5,,226.9
25,128284,100.5,,100.0,,225.9
26,138411,99.0,,99.5,,222.8
27,180761,99.5,,98.5,,221.4
28,180730,99.5,,98.5,,220.9
29,192761,98.5,,98.5,,219.6
30,182203,96.0,,100.0,,216.3
31,189317,100.0,,97.0,,215.6
32,165907,97.0,,97.5,,213.6
33,157212,96.5,,98.5,,213.5
34,165908,99.0,,95.0,,213.2
35,181633,94.0,,100.0,,212.2
36,167156,99.0,,94.0,,210.9
37,145300,97.0,,96.0,,210.4
38,175837,97.5,,96.0,,210.3
38,182245,96.0,,97.5,,210.3
40,162710,97.0,,96.0,,209.9
41,162731,94.0,,98.0,,208.6
42,182037,94.0,,97.5,,207.7
43,164624,98.5,,93.5,,206.1
44,175050,94.0,,96.0,,205.0
45,164610,98.0,,92.5,,204.9
46,155636,98.5,,92.0,,204.4
47,174134,93.0,,95.0,,199.9
48,175090,93.0,,94.5,,199.5
48,180743,93.0,,94.5,,199.5
50,148547,92.5,,95.5,,199.4
51,174954,95.5,,92.5,,198.9
52,172303,98.0,,89.0,,198.6
53,181632,97.0,,88.5,,192.4
54,179422,98.5,,85.0,,192.3
55,157038,91.5,,89.0,,183.4
56,188590,86.5,,91.5,,178.4
57,164622,88.0,,86.0,,171.7
58,153841,90.5,,84.0,,171.6
59,165872,85.5,,84.0,,162.1
60,186567,80.5,,82.5,,149.4
61,174199,76.5,,73.0,,118.6
62,189037,95.0,,94.5,,102.0
63,174201,69.5,,69.5,,101.7
64,171603,59.0,,59.0,,62.4
