mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,106378,136.0,,131.0,,273.7
2,68743,137.5,,126.0,,270.3
2,174244,130.0,,138.5,,270.3
4,35788,135.0,,128.5,,262.7
5,43223,133.0,,127.0,,261.3
6,72563,133.5,,126.5,,261.1
6,131309,132.0,,127.0,,261.1
8,128618,126.5,,136.5,,261.0
9,108891,129.0,,133.0,,259.0
10,90236,128.5,,132.5,,258.5
11,2950,132.0,,126.5,,254.3
12,138409,124.5,,133.0,,253.4
13,118113,131.5,,123.5,,252.6
14,73228,131.0,,123.5,,252.3
15,117835,127.0,,131.5,,251.7
16,135119,129.5,,129.0,,250.7
17,111251,128.0,,130.0,,250.4
18,17013,126.5,,129.5,,250.3
19,75837,130.0,,123.0,,249.4
20,72592,124.0,,130.5,,246.6
21,63739,126.5,,132.5,,245.9
22,25074,124.0,,128.0,,242.1
23,142646,123.5,,127.5,,241.6
24,29533,124.5,,130.0,,239.6
25,90663,125.5,,126.5,,239.2
26,973,126.5,,123.5,,238.0
27,73277,127.5,,124.0,,237.1
28,139964,124.0,,125.5,,234.8
29,65420,126.5,,126.0,,234.6
30,68745,127.0,,120.0,,231.5
31,118117,126.0,,122.5,,230.3
32,31329,123.5,,,,118.5
33,71839,124.0,,,,117.6
34,99978,123.0,,,,116.0
35,128621,122.0,,,,115.9
36,38651,125.0,,,,114.8
37,73232,120.5,,,,114.4
38,117496,121.5,,,,114.1
39,112295,120.0,,,,113.4
40,120379,119.0,,,,113.2
41,111930,120.0,,,,112.6
41,122992,120.0,,,,112.6
43,92486,122.0,,,,109.6
44,78558,118.5,,,,106.9
45,120495,120.0,,,,106.6
46,140329,116.0,,,,104.2
46,13322,116.5,,,,104.2
48,128456,110.5,,,,93.3
49,148842,107.0,,,,88.6
50,102371,105.5,,,,86.9
