mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,90875,71.0,,71.0,,260.8
2,73454,71.0,,71.0,,260.3
3,92118,71.0,,70.5,,258.1
4,94155,70.0,,70.0,,256.0
5,122692,69.0,,71.0,,254.5
6,73456,69.5,,70.5,,253.5
7,112259,69.5,,69.5,,252.6
7,83134,71.5,,70.0,,252.6
9,90485,68.5,,70.0,,248.4
10,94158,69.5,,68.5,,245.2
11,181636,67.0,,69.0,,244.9
12,119730,67.5,,69.5,,244.8
13,134975,67.5,,69.0,,244.1
14,131300,68.5,,68.0,,242.6
15,94166,66.5,,68.5,,241.0
16,105635,67.5,,69.0,,240.1
17,73459,67.5,,67.5,,237.0
18,90878,66.0,,67.5,,236.9
19,127483,68.5,,67.0,,236.7
20,94157,66.5,,67.0,,234.9
21,122693,67.5,,67.0,,234.8
22,78802,65.5,,68.0,,234.4
23,105654,67.5,,67.0,,233.8
24,97562,66.0,,66.0,,232.3
25,94154,66.0,,67.5,,230.9
26,97563,66.0,,65.5,,223.6
27,105659,65.5,,65.5,,223.4
28,122739,64.5,,65.5,,223.0
29,105641,65.5,,65.0,,222.7
30,94164,65.5,,62.0,,214.5
31,128207,65.0,,,,110.5
32,104267,64.5,,,,109.8
33,122740,64.5,,,,108.3
34,139177,64.0,,,,108.1
35,123071,64.0,,,,107.6
36,105642,63.5,,,,107.4
37,123918,63.0,,,,107.2
38,94159,62.5,,,,105.0
39,127482,62.0,,,,104.3
40,94162,61.5,,,,102.6
41,122808,61.0,,,,99.9
42,120494,61.0,,,,97.4
43,128289,60.0,,,,97.0
44,135646,60.0,,,,96.0
45,94247,59.0,,,,94.1
46,128232,58.0,,,,93.2
47,138215,60.0,,,,93.0
48,94160,58.5,,,,90.4
49,138887,57.5,,,,86.5
50,143967,57.0,,,,84.8
51,134601,55.0,,,,82.5
52,128435,54.0,,,,82.1
53,132775,51.0,,,,72.9
54,124374,51.5,,,,72.6
,133897,,,,,
,147314,,,,,
