mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,186516,129.0,,141.5,,260.5
2,112295,132.5,,139.5,,258.9
3,118113,135.0,,130.5,,257.9
4,27594,132.0,,134.5,,256.6
5,128558,133.5,,131.5,,253.2
6,13322,133.5,,133.0,,252.2
7,72592,127.5,,135.0,,250.4
8,128402,131.0,,131.0,,244.7
9,109565,127.0,,135.5,,243.8
10,111251,132.0,,129.5,,240.8
11,75837,130.5,,125.0,,240.2
12,92737,131.0,,130.5,,239.7
13,73229,130.5,,129.5,,238.3
14,174246,127.0,,125.0,,234.9
15,134127,129.5,,127.0,,233.2
16,108867,128.5,,126.5,,229.6
17,128788,125.0,,130.5,,229.5
18,118061,127.0,,126.5,,228.6
19,156838,126.0,,122.5,,228.4
20,175089,126.5,,122.5,,227.4
21,147499,125.5,,128.0,,226.5
22,128621,125.5,,119.5,,223.4
23,43223,124.0,,127.5,,223.3
24,147015,123.0,,127.0,,222.1
25,192144,127.0,,116.5,,218.7
26,99976,125.0,,123.5,,218.4
27,166437,121.5,,123.5,,213.5
28,139237,122.5,,121.0,,210.1
29,143646,123.0,,121.0,,208.8
30,130632,122.5,,118.5,,204.1
31,174516,123.0,,,,106.2
32,143980,122.0,,,,105.7
33,154090,122.0,,,,105.5
34,153777,120.0,,,,104.1
35,173399,121.0,,,,103.6
36,132745,121.0,,,,103.5
37,143981,121.0,,,,103.1
38,175050,120.5,,,,102.6
39,175070,120.0,,,,102.3
40,166435,119.0,,,,102.0
41,81301,120.0,,,,101.5
42,128447,120.5,,,,101.4
43,135583,120.0,,,,100.7
44,171479,118.5,,,,100.6
45,148099,119.0,,,,100.0
46,166447,118.5,,,,98.7
47,132096,117.0,,,,98.2
48,99978,116.5,,,,96.5
49,78803,116.0,,,,95.9
50,154093,116.0,,,,94.3
51,102483,114.5,,,,91.5
52,181018,114.5,,,,90.4
53,180727,114.0,,,,89.5
53,131524,112.5,,,,89.5
55,152822,111.5,,,,85.3
56,180709,111.5,,,,85.1
57,154664,110.0,,,,82.5
58,161572,107.5,,,,77.4
59,145300,107.5,,,,76.6
60,136242,106.5,,,,75.3
61,151261,106.5,,,,74.4
62,143883,104.5,,,,69.8
63,196057,93.0,,,,48.2
64,188076,82.0,,,,24.3
,147547,,,,,
,136139,,,,,
