mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,68732,103.0,,106.5,,268.5
2,128289,97.5,,101.0,,245.5
3,94159,96.0,,99.5,,234.0
4,75434,93.0,,100.0,,231.0
5,92118,92.5,,97.5,,221.5
6,94162,91.0,,97.0,,219.5
7,94155,92.0,,94.5,,217.0
8,97563,92.0,,91.5,,210.0
9,138215,87.0,,96.0,,209.5
10,139177,88.5,,91.5,,203.0
11,97562,83.5,,96.0,,202.0
12,75534,93.5,,84.5,,198.5
13,138378,87.0,,90.5,,196.5
14,90878,84.0,,90.0,,189.5
15,105654,86.0,,87.5,,187.5
16,94157,81.5,,88.0,,179.5
17,94154,86.0,,83.0,,178.0
18,133897,86.5,,86.5,,177.5
19,122693,85.5,,83.5,,176.0
20,123918,82.5,,87.5,,174.5
21,153057,86.0,,80.5,,171.0
22,104267,80.5,,86.0,,170.5
23,128232,81.5,,82.5,,166.5
24,133797,85.0,,79.5,,165.5
25,90485,82.5,,80.0,,164.0
26,83134,83.5,,80.0,,162.0
27,152796,85.5,,76.0,,161.0
28,122692,85.5,,77.0,,160.0
29,94160,83.5,,79.5,,157.5
30,117439,80.5,,78.5,,155.0
31,147314,82.0,,,,79.0
32,90875,79.5,,,,77.5
33,166754,80.0,,,,76.5
34,144620,79.0,,,,76.0
35,132775,78.0,,,,72.5
36,147756,77.0,,,,72.0
37,136810,76.0,,,,70.0
38,105659,76.5,,,,69.5
39,120491,75.5,,,,66.0
40,105642,75.5,,,,65.5
41,105641,75.0,,,,65.0
42,136843,74.0,,,,64.0
43,123071,72.5,,,,62.5
44,161470,72.5,,,,61.0
45,169056,68.5,,,,50.0
46,138887,68.0,,,,49.0
47,143776,68.0,,,,46.5
48,128608,64.0,,,,37.5
49,169055,61.5,,,,31.5
50,128607,59.0,,,,28.0
51,169059,55.0,,,,19.0
52,153757,53.0,,,,14.0
