mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,147015,137.5,,133.0,,276.0
2,117441,129.5,,133.5,,259.7
3,128447,132.0,,128.0,,259.0
4,73232,136.5,,130.0,,258.4
5,179422,133.0,,132.5,,254.5
6,106257,129.5,,130.0,,247.1
7,175089,128.0,,127.0,,245.9
8,149455,127.5,,123.5,,244.0
9,147016,127.0,,126.0,,243.1
10,130646,132.0,,125.5,,241.9
11,25074,122.5,,122.5,,241.1
12,166447,130.5,,123.0,,240.7
13,171479,131.5,,122.5,,237.7
14,128448,122.0,,124.0,,236.3
15,120379,125.0,,118.5,,230.6
16,156838,128.5,,118.5,,227.7
17,124157,121.5,,126.5,,226.7
18,118061,123.5,,119.0,,226.3
19,139237,123.0,,129.5,,224.5
20,99976,123.0,,121.5,,222.6
21,102483,124.5,,115.0,,222.5
22,138181,114.0,,121.5,,221.6
23,135583,124.5,,111.5,,218.8
24,43223,123.5,,122.0,,217.9
25,143981,124.5,,124.5,,217.6
26,132096,128.0,,124.5,,216.9
27,192465,127.0,,113.5,,216.4
28,180709,124.5,,111.5,,212.1
29,167413,122.0,,119.5,,210.3
30,174572,121.0,,124.0,,210.0
31,123925,121.0,,,,104.4
32,161594,121.0,,,,103.8
33,143980,119.5,,,,102.5
34,175050,112.0,,,,102.2
35,164624,115.0,,,,100.8
36,142646,123.5,,,,100.7
37,100198,113.5,,,,100.1
38,117496,112.5,,,,99.9
38,138197,109.0,,,,99.9
40,165925,109.0,,,,98.8
41,196315,113.5,,,,98.4
42,166472,110.5,,,,97.2
43,174534,113.5,,,,96.8
44,166473,117.5,,,,96.7
45,157213,116.5,,,,95.8
46,92737,111.0,,,,95.0
47,167385,108.5,,,,94.8
48,128806,110.0,,,,93.6
49,154090,116.5,,,,93.3
50,152956,110.0,,,,92.7
51,29034,116.0,,,,91.5
52,136242,108.5,,,,91.1
53,131524,114.0,,,,89.4
54,136172,115.0,,,,87.4
55,139429,104.0,,,,84.9
56,188590,104.0,,,,83.5
57,171539,111.0,,,,83.1
58,166263,109.5,,,,82.7
59,170864,111.5,,,,80.5
60,143883,105.5,,,,75.6
61,139195,106.5,,,,73.4
62,186686,106.5,,,,72.2
63,165235,96.0,,,,61.6
,182038,,,,,
