mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,90875,91.0,,90.5,,248.0
2,75534,86.0,,87.0,,237.5
3,90881,84.5,,84.0,,226.0
4,68732,86.0,,83.5,,226.0
5,90878,85.5,,82.5,,224.0
6,73454,84.0,,81.5,,223.5
7,83134,85.0,,86.0,,219.5
8,68731,83.0,,83.5,,218.5
9,75434,82.5,,79.0,,212.0
10,73456,75.0,,78.0,,188.5
11,92118,77.0,,75.0,,183.5
12,92116,76.0,,74.0,,181.5
13,90880,73.5,,75.5,,178.0
14,73455,73.5,,75.0,,178.0
15,94154,71.5,,75.0,,175.5
16,73457,80.5,,74.5,,172.5
17,90885,78.0,,69.0,,169.0
18,94158,73.5,,72.0,,159.5
19,90877,70.0,,72.5,,156.5
20,90883,70.0,,71.0,,155.0
21,74487,65.5,,69.5,,147.5
22,94153,66.5,,68.0,,146.5
23,97563,65.0,,71.5,,145.0
24,94156,66.0,,67.0,,137.5
25,83135,67.5,,66.0,,135.5
26,94166,65.5,,65.5,,132.5
27,90485,63.5,,64.5,,130.5
28,94157,64.0,,63.0,,125.5
29,74486,63.0,,60.0,,121.5
30,94164,60.0,,66.0,,119.5
31,94022,57.5,,55.5,,98.5
32,94165,55.0,,54.5,,83.0
33,94167,50.5,,52.5,,65.5
34,101678,43.5,,42.5,,28.5
