mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,111251,103.5,135.2,100.5,131.3,266.5
2,72563,101.0,128.1,102.5,136.0,264.1
3,128456,100.5,126.7,101.5,133.9,260.6
4,117450,101.0,125.9,100.5,131.5,257.4
5,174244,101.0,127.2,101.0,129.3,256.5
6,90236,100.5,122.9,102.5,133.2,256.1
7,128618,97.5,122.9,101.0,132.7,255.6
8,112735,101.5,124.8,100.5,130.5,255.3
9,72592,97.5,122.1,103.0,132.5,254.6
10,142646,100.5,120.5,102.0,130.6,251.1
11,138409,104.5,127.9,96.5,122.8,250.7
12,73232,101.0,125.4,98.0,124.0,249.4
13,136813,99.0,121.2,99.5,125.4,246.6
14,973,102.0,121.4,99.5,124.9,246.3
15,140329,97.5,120.6,99.0,125.5,246.1
16,156410,97.5,118.4,99.5,126.8,245.2
17,118113,96.5,118.5,98.5,125.5,244.0
18,131309,96.5,118.8,97.5,123.8,242.6
18,25074,97.5,117.9,98.0,124.7,242.6
18,117835,101.0,120.9,96.5,121.7,242.6
21,27594,100.0,119.2,98.0,122.6,241.8
22,126003,100.5,122.6,96.5,118.8,241.4
23,147547,99.5,118.3,96.5,121.3,239.6
24,106377,100.5,119.3,97.0,119.7,239.0
25,100406,100.0,119.2,96.0,119.3,238.5
26,135119,99.0,118.8,96.5,119.3,238.1
27,13322,99.0,118.2,96.0,118.8,237.0
28,152956,99.0,119.4,96.0,116.7,236.1
29,139964,99.0,117.9,92.5,114.3,232.2
30,124157,97.0,118.2,95.5,111.7,229.9
31,43223,97.5,117.7,,,117.7
32,128558,96.5,117.6,,,117.6
33,124118,95.5,117.2,,,117.2
34,10086,97.5,116.7,,,116.7
35,99976,97.0,116.6,,,116.6
36,32297,99.0,116.4,,,116.4
37,68743,98.0,116.1,,,116.1
38,73228,96.5,115.6,,,115.6
39,117441,95.5,114.8,,,114.8
40,38651,97.5,114.6,,,114.6
40,143980,97.5,114.6,,,114.6
42,175070,96.0,113.1,,,113.1
43,134127,96.5,111.9,,,111.9
43,128788,98.0,111.9,,,111.9
45,157213,96.0,111.7,,,111.7
46,75176,94.5,108.8,,,108.8
47,174079,94.0,107.1,,,107.1
48,188341,93.5,106.6,,,106.6
49,128621,91.5,105.8,,,105.8
50,140331,98.5,91.0,,,91.0
