mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,131309,148.5,128.9,145.5,136.0,264.9
2,112735,139.5,120.5,141.0,128.9,249.4
3,72563,145.5,120.3,133.0,113.9,234.2
4,128286,147.0,119.4,127.0,105.8,225.2
5,174244,143.5,113.0,129.5,109.7,222.7
6,147547,139.5,110.3,133.0,110.8,221.1
7,140329,141.5,111.1,130.5,106.8,217.9
8,112295,132.0,94.3,136.0,112.3,206.6
9,147549,134.0,103.3,128.0,101.9,205.2
10,104161,139.5,108.1,124.5,96.1,204.2
11,38651,138.0,105.2,125.0,93.9,199.1
12,27594,135.5,99.7,125.0,96.7,196.4
13,75837,134.0,94.9,133.0,99.9,194.8
14,72592,129.5,93.0,128.0,98.7,191.7
15,13322,135.0,98.7,129.5,92.9,191.6
16,140331,131.5,92.7,125.0,93.3,186.0
17,122992,128.5,92.7,125.0,92.2,184.9
18,73229,131.5,91.4,126.5,92.9,184.3
19,90236,126.5,92.4,124.5,90.5,182.9
20,78803,136.0,99.4,123.0,83.0,182.4
21,43223,131.0,92.2,125.5,86.8,179.0
22,124118,131.0,94.4,122.5,84.5,178.9
23,117450,126.5,89.5,124.5,88.9,178.4
24,973,129.5,89.1,123.0,88.7,177.8
25,128111,133.0,89.6,119.5,85.1,174.7
26,106377,134.0,96.3,116.5,77.8,174.1
26,118113,133.0,93.6,122.0,80.5,174.1
28,174246,133.0,91.4,118.5,82.4,173.8
29,128618,134.0,105.9,111.5,66.0,171.9
30,149455,128.5,87.8,118.0,77.6,165.4
31,123925,128.5,87.6,,,87.6
32,17013,128.0,87.2,,,87.2
33,139045,126.0,86.6,,,86.6
34,147015,128.5,84.8,,,84.8
35,25074,127.5,84.1,,,84.1
36,128621,124.0,83.5,,,83.5
37,117835,123.5,80.8,,,80.8
38,186516,122.0,80.2,,,80.2
39,74412,126.0,77.9,,,77.9
40,134127,124.0,77.4,,,77.4
41,172117,125.0,72.9,,,72.9
42,162711,120.0,72.5,,,72.5
43,102483,120.5,72.0,,,72.0
44,135119,121.5,71.1,,,71.1
45,174079,122.5,66.2,,,66.2
46,109565,118.0,65.1,,,65.1
47,32297,119.0,61.6,,,61.6
48,75176,114.5,61.4,,,61.4
49,68209,113.0,59.6,,,59.6
,173399,,,,,
