mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,128806,233.0,215.8,,,215.8
2,73232,226.0,213.8,,,213.8
3,117441,236.0,212.2,,,212.2
4,175089,230.5,207.8,,,207.8
5,73166,229.0,207.2,,,207.2
6,112295,220.5,206.4,,,206.4
7,128621,224.0,205.9,,,205.9
8,130646,227.5,205.0,,,205.0
9,104161,229.0,202.5,,,202.5
10,128618,219.0,201.2,,,201.2
11,12274,221.0,197.0,,,197.0
12,17013,218.5,196.3,,,196.3
13,147499,218.5,195.5,,,195.5
14,13322,218.5,194.8,,,194.8
15,973,221.0,194.2,,,194.2
16,111251,215.0,191.5,,,191.5
17,140329,214.5,191.1,,,191.1
18,122992,214.0,190.7,,,190.7
19,172117,216.0,188.8,,,188.8
20,180727,211.5,188.4,,,188.4
21,117450,209.0,187.3,,,187.3
22,171479,211.5,186.5,,,186.5
23,71839,211.0,185.9,,,185.9
24,182547,209.5,185.7,,,185.7
25,73277,207.5,185.0,,,185.0
26,78803,212.5,184.7,,,184.7
27,155620,213.5,182.7,,,182.7
28,132745,210.5,181.9,,,181.9
29,136813,209.0,181.4,,,181.4
30,72592,210.0,179.7,,,179.7
30,144610,210.0,179.7,,,179.7
32,167417,204.0,179.4,,,179.4
33,173399,209.5,178.9,,,178.9
34,162711,205.0,178.5,,,178.5
35,138409,208.0,177.1,,,177.1
36,128788,206.0,176.7,,,176.7
37,148842,200.5,176.3,,,176.3
38,164621,205.0,175.8,,,175.8
38,131935,207.0,175.8,,,175.8
40,180762,208.0,174.5,,,174.5
41,38651,203.0,170.6,,,170.6
42,167385,207.0,170.0,,,170.0
43,161594,201.5,169.9,,,169.9
44,174572,203.0,168.3,,,168.3
45,102483,196.5,168.0,,,168.0
46,123925,200.0,164.7,,,164.7
47,126003,197.0,164.4,,,164.4
48,180709,196.0,163.2,,,163.2
49,128456,193.5,163.1,,,163.1
50,92737,193.0,159.9,,,159.9
51,124118,190.0,159.7,,,159.7
52,102371,192.5,155.9,,,155.9
53,153777,188.0,155.2,,,155.2
54,180692,187.0,154.6,,,154.6
55,136242,182.0,150.3,,,150.3
56,132096,183.0,142.5,,,142.5
57,81301,178.5,141.9,,,141.9
58,75176,185.0,140.6,,,140.6
59,192144,173.0,138.7,,,138.7
60,135119,180.0,137.9,,,137.9
61,139429,164.0,121.8,,,121.8
62,165235,165.0,119.5,,,119.5
63,148058,140.5,90.9,,,90.9
,147549,,,,,
,94125,,,,,
