mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,128518,99.0,,97.5,,264.0
2,124280,98.0,,97.5,,260.5
3,128446,97.0,,94.5,,254.5
4,128788,95.0,,95.5,,249.0
4,149499,96.0,,94.5,,249.0
6,117441,96.5,,93.5,,248.0
7,117450,96.0,,93.5,,247.0
8,123198,92.0,,96.0,,245.0
9,130644,97.5,,93.0,,244.5
9,117837,95.5,,93.0,,244.5
11,132096,93.5,,93.5,,241.5
12,138409,95.0,,91.5,,241.0
13,117461,92.5,,94.5,,240.5
14,124157,96.5,,90.0,,240.0
14,99976,92.5,,93.5,,240.0
16,106253,92.5,,93.5,,238.0
17,157213,90.5,,95.0,,237.5
17,124158,91.5,,93.0,,237.5
19,138379,90.5,,94.5,,235.5
20,124156,92.5,,91.5,,234.5
21,117496,92.0,,90.5,,231.0
21,139429,90.0,,92.5,,231.0
23,128296,91.5,,91.0,,230.5
24,134127,90.0,,91.0,,227.5
24,134707,89.0,,92.5,,227.5
26,108006,90.0,,91.0,,226.5
27,112975,88.5,,92.0,,226.0
28,109565,90.5,,89.5,,224.5
29,94238,88.5,,91.0,,223.5
30,120379,88.5,,90.5,,222.0
31,118112,87.5,,92.0,,221.0
32,128783,89.0,,88.0,,217.5
33,139121,87.0,,90.0,,216.0
34,138425,85.5,,90.0,,215.5
35,128286,88.0,,88.0,,214.5
35,116086,87.5,,87.5,,214.5
37,153254,84.5,,90.5,,213.5
38,108514,87.5,,87.5,,212.0
39,116084,85.5,,90.0,,211.0
40,105255,83.5,,91.0,,209.0
40,153114,86.0,,88.0,,209.0
40,120074,87.0,,86.5,,209.0
43,138192,84.5,,88.0,,206.0
44,138427,83.5,,88.5,,205.5
45,128298,83.5,,87.5,,203.5
46,107972,82.0,,88.5,,202.0
47,131883,80.5,,88.5,,197.5
48,124118,81.5,,87.0,,197.0
49,120072,83.0,,84.5,,194.5
50,105257,82.0,,85.5,,194.0
51,128291,80.5,,86.0,,192.0
52,117490,79.5,,86.5,,191.5
53,130649,81.0,,85.0,,190.0
54,143980,78.0,,87.0,,189.0
55,131941,79.5,,86.0,,188.5
56,136168,81.5,,84.0,,187.0
57,139041,82.0,,82.0,,186.5
58,124117,80.5,,83.0,,185.0
59,128402,86.0,,80.0,,183.0
60,143979,79.5,,84.5,,182.0
61,128621,79.5,,82.5,,181.0
62,147499,78.5,,83.0,,180.5
63,127553,80.5,,83.0,,178.0
63,134485,79.5,,81.5,,178.0
65,137797,79.0,,81.0,,177.0
66,128447,74.5,,85.5,,176.5
67,148062,77.0,,82.5,,176.0
68,138410,78.0,,81.5,,175.0
68,130650,74.5,,88.0,,175.0
70,131882,76.5,,82.0,,173.5
71,152419,79.0,,80.5,,172.5
72,142929,77.5,,81.0,,171.0
73,143981,76.5,,79.5,,167.0
74,139045,69.0,,77.5,,146.0
75,158238,68.0,,79.5,,143.5
76,131880,68.0,,72.0,,126.0
77,147497,63.0,,75.0,,125.0
