mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,90875,104.5,,102.5,,279.0
2,75534,99.5,,96.5,,263.0
3,90881,97.5,,97.0,,262.5
4,68732,96.0,,96.5,,256.5
5,75434,97.0,,96.0,,255.5
6,83134,95.5,,93.5,,243.0
7,90878,98.0,,90.0,,240.0
8,90485,92.5,,94.5,,237.0
9,94155,91.5,,84.0,,212.0
10,74487,86.0,,87.0,,211.0
11,92118,84.0,,88.5,,210.5
12,97562,92.0,,79.5,,206.5
13,94153,89.0,,82.5,,205.0
14,68731,84.0,,84.0,,200.0
15,94158,84.5,,84.0,,199.5
16,94162,81.0,,86.0,,187.5
17,94159,83.5,,79.0,,180.5
18,83135,78.0,,82.0,,176.0
19,94165,78.0,,80.5,,169.0
20,90880,79.0,,73.0,,154.5
21,94164,75.0,,75.5,,153.0
22,101371,71.0,,74.0,,145.5
23,94166,70.0,,74.5,,142.0
24,92730,87.0,,56.0,,136.5
25,90486,69.0,,70.0,,131.0
26,74486,68.5,,68.5,,127.0
27,94160,71.0,,67.5,,124.0
28,105640,60.5,,64.0,,96.5
