mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,72563,131.5,145.7,,,145.7
2,140329,135.0,143.3,,,143.3
3,128286,138.0,141.1,,,141.1
4,106378,135.0,140.9,,,140.9
5,117835,131.0,139.8,,,139.8
6,117496,130.5,127.8,,,127.8
7,142646,132.5,125.7,,,125.7
8,147547,130.0,124.7,,,124.7
9,131309,125.0,123.3,,,123.3
10,157213,123.0,123.2,,,123.2
11,68743,129.5,123.0,,,123.0
12,136813,130.0,121.2,,,121.2
13,43223,130.0,121.1,,,121.1
14,174079,126.5,119.9,,,119.9
15,122992,127.5,118.3,,,118.3
16,63739,126.5,118.1,,,118.1
17,38651,123.5,116.5,,,116.5
18,72592,121.5,115.2,,,115.2
19,2950,117.0,114.6,,,114.6
20,121678,122.0,112.7,,,112.7
21,117441,121.5,112.4,,,112.4
22,112295,124.5,112.1,,,112.1
22,100406,124.0,112.1,,,112.1
24,12274,120.5,112.0,,,112.0
25,75148,120.0,111.2,,,111.2
26,27594,121.5,109.7,,,109.7
27,162711,120.5,109.3,,,109.3
28,128456,119.5,108.5,,,108.5
29,92486,114.0,108.0,,,108.0
30,152956,118.5,107.3,,,107.3
31,128621,117.5,105.9,,,105.9
32,132745,116.0,105.6,,,105.6
33,25074,117.5,102.9,,,102.9
34,135119,113.0,102.6,,,102.6
35,32297,115.0,101.9,,,101.9
35,118113,120.5,101.9,,,101.9
37,75837,118.5,100.8,,,100.8
38,140331,114.0,96.9,,,96.9
39,136172,115.0,96.4,,,96.4
40,123925,109.0,93.1,,,93.1
41,65420,112.5,92.5,,,92.5
42,29034,114.0,89.9,,,89.9
43,136168,109.0,86.5,,,86.5
44,90236,112.0,83.8,,,83.8
45,120379,119.5,81.3,,,81.3
46,73232,99.0,80.0,,,80.0
47,131935,106.5,79.0,,,79.0
48,188341,106.0,77.9,,,77.9
49,135583,103.5,76.4,,,76.4
50,165747,98.0,63.3,,,63.3
51,128111,98.0,60.4,,,60.4
52,75176,110.0,59.0,,,59.0
53,165235,95.5,57.7,,,57.7
54,111251,87.5,17.2,,,17.2
