mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,106378,217.5,,213.5,,412.2
2,131309,214.0,,215.5,,405.9
3,73232,212.5,,216.5,,402.5
4,29533,202.5,,215.5,,399.1
5,32297,208.5,,214.5,,396.2
6,75837,198.5,,223.5,,393.7
7,112295,205.5,,205.0,,375.2
8,118113,205.5,,198.5,,374.7
9,72563,194.5,,206.5,,374.5
10,38651,200.0,,204.5,,374.3
11,73228,200.0,,200.0,,372.5
12,73166,191.0,,208.5,,370.2
13,148842,194.5,,200.5,,368.3
14,13322,190.5,,204.5,,363.7
15,2950,199.0,,194.5,,363.4
16,111930,192.0,,201.5,,362.4
17,109565,190.0,,198.5,,361.7
18,75148,186.0,,203.5,,361.6
19,174244,186.5,,197.5,,356.8
20,35788,196.0,,195.5,,355.9
21,31329,189.5,,201.0,,354.5
22,90663,199.0,,218.0,,353.6
23,108895,190.5,,195.0,,353.2
24,124118,192.0,,196.5,,352.9
25,142646,196.0,,192.5,,352.2
26,140329,195.5,,197.0,,352.0
27,128286,190.5,,196.5,,350.8
28,25074,189.0,,189.5,,343.6
29,73277,188.0,,186.5,,343.4
30,17013,192.5,,185.5,,339.2
31,43223,192.5,,,,162.7
32,117496,180.5,,,,160.8
33,71839,187.5,,,,159.4
34,128621,184.0,,,,158.8
35,111251,175.5,,,,154.0
36,118117,182.0,,,,152.7
37,65420,170.0,,,,148.6
38,83056,176.5,,,,147.3
39,130646,174.0,,,,146.0
40,128618,160.0,,,,117.1
