mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,124157,114.5,,,,133.1
2,99979,114.5,,,,131.1
3,138474,122.0,,,,130.6
4,72592,113.0,,,,129.9
5,130644,113.5,,,,126.8
6,73141,111.0,,,,125.8
7,72581,111.0,,,,125.3
8,128286,109.5,,,,123.6
9,80229,109.5,,,,123.1
10,80230,109.5,,,,122.1
11,117835,108.0,,,,119.9
12,47271,107.5,,,,118.5
13,47891,107.0,,,,117.6
13,75708,107.0,,,,117.6
15,106377,107.0,,,,117.1
16,112295,106.0,,,,115.8
17,128558,105.5,,,,114.9
18,128224,107.5,,,,114.5
19,142647,105.5,,,,114.4
20,108867,106.0,,,,114.3
21,82727,105.0,,,,113.5
22,99978,104.0,,,,111.7
23,57861,104.0,,,,110.7
24,105255,103.5,,,,109.8
25,134127,103.0,,,,109.4
26,120072,102.5,,,,108.5
27,73240,101.5,,,,106.2
28,117441,101.0,,,,104.3
28,2377,101.0,,,,104.3
30,111251,100.0,,,,103.5
31,128839,100.0,,,,102.5
32,108516,101.5,,,,101.2
33,123925,98.0,,,,98.9
34,105244,98.5,,,,98.8
35,134452,97.5,,,,97.5
36,128788,97.0,,,,97.1
37,134707,96.5,,,,95.7
38,81301,95.5,,,,93.4
39,91802,94.0,,,,91.2
40,13322,92.5,,,,87.0
41,102371,92.0,,,,86.1
42,120374,91.5,,,,85.2
43,111250,91.0,,,,84.3
44,124118,90.5,,,,82.9
45,96704,90.0,,,,82.5
46,82808,89.0,,,,80.7
47,143980,88.5,,,,79.8
48,91618,86.5,,,,75.7
49,100198,86.0,,,,74.8
50,144566,84.5,,,,71.1
51,131312,84.0,,,,70.2
52,131883,84.5,,,,68.6
53,79930,82.0,,,,66.1
54,143834,81.5,,,,65.2
55,128446,80.0,,,,63.0
56,29034,80.0,,,,62.5
57,73243,80.0,,,,62.0
58,131882,77.0,,,,56.6
59,97463,77.5,,,,53.5
60,132086,73.0,,,,44.4
,92162,,,,,
,128113,,,,,
