mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,68745,139.5,,,,154.3
2,72563,135.0,,,,146.6
3,35788,136.0,,,,145.5
4,131309,136.0,,,,145.1
5,63739,133.0,,,,144.3
6,106378,129.0,,,,144.0
7,102371,139.0,,,,141.5
8,142646,125.0,,,,139.9
9,139964,129.0,,,,138.7
10,445,133.0,,,,138.1
11,73166,125.5,,,,135.2
12,132745,127.0,,,,134.5
13,135119,131.0,,,,132.9
14,29533,127.0,,,,132.6
14,106257,130.5,,,,132.6
16,73228,125.5,,,,132.5
17,43223,126.0,,,,130.0
18,128806,125.5,,,,129.8
19,32297,125.0,,,,129.7
20,17013,123.5,,,,128.0
21,138409,125.0,,,,127.4
22,128621,123.0,,,,124.6
23,65420,125.0,,,,123.5
24,72592,122.5,,,,122.9
25,110540,125.5,,,,122.3
26,83056,122.0,,,,122.2
27,117496,125.5,,,,121.1
28,161108,121.0,,,,120.6
29,111251,122.0,,,,119.4
30,136813,123.0,,,,117.5
31,38651,116.0,,,,117.4
32,23305,121.0,,,,117.2
33,112944,122.0,,,,116.5
34,27594,118.5,,,,116.4
35,112295,118.0,,,,115.6
36,39390,119.0,,,,114.7
37,134127,118.0,,,,113.8
38,128111,112.0,,,,112.8
39,118061,120.0,,,,112.4
40,75176,118.0,,,,112.3
41,78803,113.5,,,,109.7
42,113115,115.5,,,,108.6
42,68743,118.0,,,,108.6
44,12274,113.5,,,,107.5
45,185892,120.0,,,,106.5
46,75148,114.0,,,,106.4
47,123053,114.5,,,,104.3
48,25074,110.5,,,,103.8
49,13322,107.0,,,,103.7
50,90236,110.5,,,,101.8
51,115912,109.0,,,,98.0
52,75708,111.0,,,,97.5
53,140329,108.5,,,,96.4
54,143980,103.0,,,,93.7
55,81301,109.5,,,,90.2
56,73229,105.5,,,,88.5
57,184561,102.0,,,,85.4
58,156215,104.5,,,,84.3
59,108867,99.0,,,,83.7
60,111930,95.0,,,,68.4
61,29236,97.0,,,,67.4
62,10064,95.0,,,,64.0
63,110528,85.0,,,,52.1
64,110527,85.0,,,,50.3
,128286,,,,,
,116191,,,,,
