mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,93889,104.5,,104.5,,269.0
2,92734,102.0,,107.5,,268.0
3,110986,102.0,,106.0,,264.5
4,75837,103.5,,103.5,,263.0
5,106378,102.5,,103.0,,260.0
6,92161,103.0,,101.5,,258.0
7,102251,101.0,,100.5,,250.0
8,102056,100.5,,100.0,,245.5
9,80213,100.0,,97.5,,243.0
10,106260,101.0,,97.0,,241.5
11,99965,96.0,,102.0,,241.0
12,80229,96.0,,101.5,,241.0
13,83149,95.5,,104.0,,239.5
14,72563,99.5,,96.5,,239.5
15,82747,97.0,,98.5,,237.0
16,72573,98.5,,97.0,,236.5
17,92162,100.0,,93.5,,231.0
18,108519,94.5,,98.5,,229.0
19,80212,92.5,,98.5,,227.0
20,80222,97.0,,95.5,,226.0
21,80221,98.0,,94.0,,225.5
22,92991,94.0,,97.0,,225.0
23,80224,92.5,,98.0,,225.0
24,80230,91.5,,97.5,,224.5
25,112755,92.5,,99.5,,223.5
26,80220,99.0,,90.0,,223.0
27,92990,94.0,,95.5,,221.5
28,99966,96.0,,92.5,,221.5
29,92993,92.5,,96.5,,220.5
30,99970,95.0,,95.0,,220.5
31,80219,98.0,,92.5,,217.0
32,99976,96.0,,90.0,,215.5
33,102250,92.0,,94.0,,214.5
34,79930,92.5,,93.0,,214.0
35,102354,89.5,,96.0,,213.5
36,106259,90.5,,94.5,,212.5
37,108516,89.5,,95.0,,211.0
38,83141,88.0,,96.0,,209.5
39,81306,91.5,,92.0,,209.0
40,106376,88.0,,94.5,,209.0
41,72596,88.5,,93.5,,207.0
42,83138,87.5,,94.5,,205.0
43,83153,87.0,,93.0,,200.5
44,72562,89.0,,90.5,,200.0
45,106380,87.0,,92.0,,198.0
46,110988,84.0,,92.5,,195.5
47,94910,85.0,,88.5,,189.5
48,72558,85.0,,89.5,,189.5
49,105259,90.0,,85.0,,189.0
50,72564,85.0,,90.0,,189.0
51,105267,89.5,,85.0,,187.5
52,99968,89.0,,87.0,,185.0
53,91412,83.5,,91.0,,184.5
54,94238,84.0,,87.5,,184.0
55,99969,90.5,,91.0,,184.0
56,81304,91.0,,82.5,,184.0
57,109014,84.5,,83.0,,170.5
58,109012,82.0,,81.5,,164.0
59,150863,80.5,,79.0,,156.5
60,81299,82.5,,77.5,,152.0
61,94240,80.5,,78.5,,152.0
62,92994,74.0,,73.5,,129.0
63,71840,64.5,,71.5,,101.0
