mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,128456,130.5,134.2,127.0,131.0,265.2
2,73277,128.5,125.7,127.0,127.8,253.5
3,27594,125.5,117.3,125.0,127.9,245.2
4,136813,125.0,126.1,122.5,118.3,244.4
5,32297,121.0,118.7,125.0,125.4,244.1
6,973,132.0,121.1,126.5,121.0,242.1
7,25074,122.5,121.1,123.0,120.4,241.5
8,43223,122.5,119.4,124.0,119.9,239.3
9,38651,125.0,118.9,121.5,117.7,236.6
10,130646,122.0,118.3,120.5,115.8,234.1
11,29533,122.5,116.2,120.5,115.3,231.5
12,117097,125.0,117.1,120.0,112.1,229.2
13,135119,124.5,118.4,118.5,110.6,229.0
14,90236,120.5,114.3,113.0,98.0,212.3
15,131935,118.0,106.2,112.5,102.7,208.9
16,117441,115.5,100.8,116.5,107.1,207.9
17,138409,113.0,102.1,113.5,102.4,204.5
18,152956,115.0,101.3,114.0,102.0,203.3
19,10086,118.5,106.0,108.5,96.2,202.2
20,124118,116.0,108.2,108.5,93.0,201.2
21,12274,114.5,104.0,108.5,94.4,198.4
22,74412,114.5,96.3,116.0,101.9,198.2
23,73166,118.0,115.8,106.0,82.1,197.9
24,72592,117.0,108.5,107.0,89.0,197.5
25,157213,116.5,99.3,113.0,97.0,196.3
26,139045,122.5,109.9,106.5,85.2,195.1
27,92486,113.5,97.3,107.0,90.8,188.1
28,128111,119.0,110.1,101.5,75.4,185.5
29,156215,114.0,98.1,103.5,81.5,179.6
30,173399,114.5,97.4,98.0,70.4,167.8
31,143980,110.0,93.9,,,93.9
32,117496,109.5,91.6,,,91.6
33,78803,109.0,86.6,,,86.6
34,167385,107.0,83.1,,,83.1
35,29236,99.5,66.4,,,66.4
36,143883,98.0,65.4,,,65.4
