mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,134879,96.5,,93.0,,248.5
2,106377,96.0,,93.5,,248.0
3,110988,93.5,,96.0,,247.0
4,109565,94.5,,94.0,,244.0
5,123198,91.5,,96.0,,243.0
6,124590,94.0,,93.0,,241.0
7,130644,94.5,,94.0,,240.5
8,106375,93.0,,93.0,,240.0
9,117835,93.0,,92.5,,239.0
10,117441,91.5,,94.5,,238.5
11,106371,93.5,,93.0,,236.0
12,106253,94.5,,92.0,,234.0
13,99967,92.0,,90.5,,230.5
14,117496,87.0,,95.0,,228.5
15,128618,89.5,,91.5,,227.5
16,81301,89.0,,92.0,,227.0
17,128783,88.0,,93.0,,226.0
18,106257,90.0,,91.5,,225.5
19,128839,89.0,,93.0,,225.0
20,138409,93.0,,89.0,,224.0
20,105255,89.5,,90.5,,224.0
22,117461,90.5,,90.0,,223.5
23,124157,89.0,,90.5,,223.0
23,131309,87.5,,91.5,,223.0
25,116086,89.0,,89.5,,222.0
26,117837,89.5,,91.5,,221.0
26,128788,90.0,,89.5,,221.0
28,108514,88.5,,91.5,,220.0
29,128224,89.5,,88.0,,217.5
30,117462,87.0,,88.0,,214.0
30,138379,87.5,,88.0,,214.0
32,128789,84.5,,90.5,,212.5
33,128446,86.5,,88.5,,210.5
33,79930,85.0,,89.5,,210.5
35,105244,88.5,,88.5,,210.0
35,132096,83.0,,91.0,,210.0
37,94238,87.0,,87.0,,209.5
38,133613,86.5,,88.0,,208.5
39,102251,83.5,,90.5,,207.0
40,120072,87.5,,84.5,,206.0
41,112974,88.0,,84.0,,205.0
41,108006,85.5,,86.5,,205.0
43,120074,85.0,,86.5,,204.0
44,128286,86.0,,86.5,,203.5
44,128230,86.5,,87.0,,203.5
46,117450,83.5,,88.0,,203.0
47,105257,87.0,,86.5,,202.5
48,139429,83.5,,87.0,,201.0
49,123150,84.0,,86.5,,199.5
50,108519,84.5,,87.0,,199.0
51,118120,85.0,,84.0,,197.5
51,107972,84.5,,84.5,,197.5
53,117490,81.5,,86.0,,194.0
54,124158,81.0,,84.5,,191.0
55,152419,83.5,,85.5,,190.5
56,99972,82.5,,85.5,,189.5
57,124265,82.0,,83.5,,189.0
58,134485,81.5,,83.5,,188.5
58,139041,81.0,,84.0,,188.5
60,112978,77.0,,87.5,,187.0
61,81306,80.5,,83.5,,184.0
61,116084,82.0,,82.0,,184.0
63,143980,82.0,,81.0,,182.5
63,134127,81.0,,81.5,,182.5
65,138301,78.0,,86.0,,179.5
66,149499,81.5,,80.0,,178.5
67,128561,78.5,,83.5,,175.5
68,124118,81.0,,80.5,,175.0
69,118122,74.5,,83.5,,172.0
70,128255,72.0,,81.0,,153.5
