mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,90875,98.5,,96.5,,251.5
2,75534,94.0,,92.0,,242.0
3,83134,92.0,,94.0,,229.5
4,90878,90.0,,89.0,,225.0
5,75434,89.0,,90.5,,224.0
6,92118,88.0,,93.5,,224.0
7,97562,89.0,,89.5,,223.0
8,90485,88.5,,89.0,,218.5
9,94155,84.5,,87.5,,207.5
10,92730,85.0,,85.5,,202.0
11,94153,84.0,,85.5,,201.0
12,68731,83.0,,84.5,,194.5
13,94166,81.5,,86.0,,193.5
14,94158,84.0,,82.5,,188.5
15,105639,79.0,,77.0,,169.5
16,74487,80.0,,75.0,,166.5
17,94154,75.5,,76.5,,159.0
18,150862,84.5,,,,98.0
