mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,90663,107.5,,111.0,,262.8
2,75837,111.0,,104.5,,259.4
3,131309,103.5,,112.5,,257.8
4,134879,106.5,,107.5,,252.7
5,128558,107.0,,106.0,,252.4
6,106257,108.5,,102.0,,249.9
7,78803,107.5,,104.5,,249.1
8,108894,107.0,,103.5,,247.4
9,120495,103.0,,108.5,,247.2
10,108516,107.5,,103.0,,245.4
11,117496,105.5,,103.5,,245.2
12,139237,107.5,,102.0,,244.1
13,38651,105.5,,101.0,,241.2
14,106375,104.5,,102.5,,240.6
15,138409,103.5,,104.0,,240.5
16,47891,103.0,,103.0,,238.3
17,75708,103.0,,102.0,,237.0
18,2377,105.5,,99.5,,236.0
19,55369,104.0,,101.5,,235.9
20,132745,107.0,,99.0,,235.3
21,157213,105.5,,97.0,,230.0
21,106377,104.5,,98.0,,230.0
23,111251,103.0,,98.5,,229.2
24,54682,103.0,,98.5,,228.7
25,111930,103.5,,98.5,,228.6
26,9834,102.5,,98.5,,227.8
27,128281,102.5,,97.5,,223.5
28,124157,101.5,,96.5,,221.4
29,135817,102.0,,96.0,,219.4
30,110528,103.5,,93.0,,217.7
31,99978,101.5,,,,115.2
32,124307,101.5,,,,114.7
33,117451,101.0,,,,114.3
34,128111,101.5,,,,113.7
35,113115,100.5,,,,113.4
36,78558,100.0,,,,112.5
37,117450,99.5,,,,112.1
38,147546,100.0,,,,112.0
38,128224,100.0,,,,112.0
40,99979,99.5,,,,111.6
41,128839,98.5,,,,109.8
42,143980,98.5,,,,109.3
42,118117,98.5,,,,109.3
44,131935,98.0,,,,108.9
45,117461,98.0,,,,107.9
45,75148,98.0,,,,107.9
47,162711,97.0,,,,107.1
48,73240,97.5,,,,107.0
49,92412,97.0,,,,106.1
50,75428,97.5,,,,106.0
51,128291,96.5,,,,105.2
52,156215,96.0,,,,103.3
53,94253,94.5,,,,99.6
54,136168,94.0,,,,98.2
55,149436,89.5,,,,90.6
56,147499,89.0,,,,89.7
57,121293,90.0,,,,89.0
58,136847,88.5,,,,88.8
59,142647,88.5,,,,87.8
60,147932,87.5,,,,86.0
61,132096,86.0,,,,83.8
62,128447,85.0,,,,81.0
63,165235,84.5,,,,80.1
64,164223,75.0,,,,58.5
65,146427,66.5,,,,45.2
66,110908,54.0,,,,16.2
,100198,,,,,
,94910,,,,,
,123925,,,,,
,81301,,,,,
,120072,,,,,
,148700,,,,,
,120374,,,,,
,115912,,,,,
,34374,,,,,
,136242,,,,,
,107972,,,,,
,32297,,,,,
,136245,,,,,
,75176,,,,,
,91802,,,,,
,136139,,,,,
,134485,,,,,
,148701,,,,,
,102486,,,,,
