mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,106378,140.5,,128.0,,246.8
2,73166,129.0,,136.5,,245.8
3,2950,131.0,,135.5,,245.0
4,155672,134.5,,133.5,,243.6
5,32297,126.0,,133.5,,235.4
6,128618,130.5,,128.0,,230.3
7,81305,129.5,,134.0,,228.9
8,25074,121.0,,128.5,,222.3
9,68745,123.0,,131.5,,222.2
10,72563,123.0,,129.0,,219.2
11,17013,121.5,,127.0,,218.0
12,108891,125.0,,127.0,,217.9
13,138474,119.5,,128.0,,217.3
14,131309,121.0,,125.5,,215.9
15,73228,122.5,,128.0,,214.9
16,90236,121.0,,121.5,,210.2
17,23834,129.5,,121.5,,207.1
18,68743,121.0,,124.0,,205.6
19,73232,124.0,,121.0,,204.7
20,43223,122.5,,124.5,,203.5
21,12274,113.0,,127.0,,201.1
22,73277,123.0,,118.5,,194.9
23,51865,111.5,,118.5,,193.7
24,102486,109.5,,122.0,,192.9
25,110540,116.0,,124.0,,192.7
26,973,123.5,,112.5,,192.3
27,126003,115.0,,119.5,,192.0
28,75708,118.5,,112.5,,189.2
29,54682,116.5,,117.0,,182.5
30,31329,121.0,,100.5,,164.5
31,120072,113.0,,,,85.7
32,72592,121.0,,,,84.8
33,73229,114.5,,,,84.1
34,111251,114.0,,,,82.5
34,112944,116.5,,,,82.5
36,55369,114.5,,,,82.4
37,142646,111.5,,,,82.1
38,27594,116.0,,,,82.0
39,75837,112.0,,,,81.8
40,75148,112.5,,,,81.3
41,100406,113.0,,,,80.2
42,38651,113.5,,,,79.6
43,128224,109.5,,,,78.9
44,29034,108.0,,,,72.0
45,118113,99.0,,,,69.9
46,148842,104.5,,,,67.2
47,63739,102.0,,,,65.6
48,97610,97.5,,,,55.7
49,118117,95.0,,,,55.1
50,111930,96.0,,,,54.5
