mesto,id_tekmovalca,prvi_skok,prvi_tocke,drugi_skok,drugi_tocke,skupaj_tocke
1,68732,96.0,,,,123.3
2,143537,91.5,,,,122.6
3,105638,90.5,,,,114.4
4,83134,88.5,,,,112.6
5,90875,88.5,,,,110.8
6,105654,84.0,,,,108.3
7,75534,84.5,,,,106.1
8,138215,86.5,,,,105.8
9,117439,82.0,,,,105.6
10,92118,87.0,,,,104.2
11,97563,83.5,,,,104.0
12,104267,84.5,,,,103.7
13,139177,83.5,,,,101.1
14,144620,83.5,,,,101.0
15,90878,84.0,,,,100.3
16,73455,82.5,,,,100.1
17,138887,84.0,,,,99.5
18,73456,81.0,,,,98.9
19,134975,80.5,,,,98.3
20,144033,80.0,,,,97.7
21,94155,81.0,,,,97.0
22,94166,83.0,,,,96.3
23,132775,81.5,,,,96.1
24,90485,82.5,,,,96.0
25,75434,80.0,,,,95.3
26,147756,81.0,,,,95.1
27,94157,79.5,,,,95.0
28,122693,81.0,,,,94.3
29,152796,79.0,,,,93.4
29,128232,79.0,,,,93.4
31,94158,78.5,,,,91.7
32,136810,78.0,,,,91.5
33,128289,80.0,,,,91.4
34,153057,80.0,,,,90.2
35,94163,78.0,,,,88.6
36,134601,78.0,,,,86.3
37,122739,77.5,,,,85.7
38,94162,77.5,,,,85.3
39,133897,76.5,,,,84.7
40,94160,74.5,,,,82.1
41,105641,73.0,,,,80.8
42,157726,73.5,,,,79.5
43,105659,74.5,,,,78.5
44,120491,71.0,,,,74.5
45,123918,68.0,,,,66.8
46,154481,63.5,,,,57.5
47,128207,63.5,,,,54.3
48,157257,62.5,,,,52.6
